name,company web_site,info,company categories
Focusrite,http://www.focusrite.com,"840 Apollo Street
 Suite 312
 El Segundo, CA 90245
 United States of America
 P: (310) 341-7260
 
								http://www.focusrite.com","Exhibitor Categories (1)
									
										
											
												
													Pro Audio > Audio Production/Recording"
"Planar Systems, Inc.",http://www.planar.com,"1195 NW Compton Drive
 Beaverton, OR 97006
 United States
 P: 503-748-1100
 
								http://www.planar.com","Exhibitor Categories (4)
									
										
											
												
													Display Systems > Digital Signage (Hardware and Software)
												
													Display Systems > Monitors/TV Sets
												
													Display Systems > Video Display
												
													Management & Systems > Video/Content Servers/Video Processing"
"Jiangsu Yinhe Electronics Co., Ltd.",http://www.yinhe.com,"NO. 188, Nanhuan Road, Tangqiao
 Zhangjiagang City, Jiangsu Province 215611
 China
 P: +86-512 58449207
 F: +86-512 58449242
 
								http://www.yinhe.com","Exhibitor Categories (5)
									
										
											
												
													Connected Media > Home Gateway/Connected Home
												
													Connected Media > OTT/Interactive TV Applications
												
													Connected Media > Second-screen Solutions
												
													Connected Media > Set Top Boxes/In Home Equipment
												
													Content Market > Interative and Cross-platform: TV/Web/Mobile"
EVS,http://www.evs.com,"9 Law Drive
 Fairfield, NJ 07004
 United States
 P: 973-575-7811
 
								http://www.evs.com","Exhibitor Categories (7)
									
										
											
												
													Acquisition & Production > Workflow Software and Solutions
												
													Connected Media > Second-screen Solutions
												
													Management & Systems > Digital Asset Management and Storage
												
													Management & Systems > Search/Metadata Software/Applications
												
													Management & Systems > Video/Content Servers/Video Processing
												
													Management & Systems > Workflow Software and Solutions/Systems Integration
												
													Post-Production > Workflow Solutions"
DTV Innovations,http://www.dtvinnovations.com,"1252 West Northwest Hwy
 Palatine, IL 60067
 United States
 P: 847-919-3550
 F: 847-991-9505
 
								http://www.dtvinnovations.com","Exhibitor Categories (5)
									
										
											
												
													Distribution & Delivery > DTV/HDTV
												
													Distribution & Delivery > Mobile TV/Video Management Platforms/Applications
												
													Distribution & Delivery > Mobile Video Distribution Technologies
												
													Distribution & Delivery > Test and Measurement Equipment/QoS
												
													Management & Systems > Signal Management and Processing"
bitmovin,http://www.bitmovin.net,"Lakeside B01
 Klagenfurt 9020
 Austria
 P: +43 664 88697790
 
								http://www.bitmovin.net","Exhibitor Categories (5)
									
										
											
												
													Connected Media > OTT/Interactive TV Applications
												
													Distribution & Delivery > Encoding
												
													Distribution & Delivery > Mobile Video Distribution Technologies
												
													Distribution & Delivery > Streaming/Webcasting
												
													Online Video > Online Video"
Sony Electronics Inc.,http://pro.sony.com,"1 Sony Drive
 Park Ridge, NJ 07656
 United States of America
 P: +1 (201) 930-1000
 
								http://pro.sony.com","Exhibitor Categories (13)
									
										
											
												
													Acquisition & Production > Cameras and Lenses
												
													Acquisition & Production > Digital News Solutions
												
													Acquisition & Production > Microphones
												
													Acquisition & Production > Mobile/Vehicle Production
												
													Acquisition & Production > Motion Picture/Film Production
												
													Acquisition & Production > Workflow Software and Solutions
												
													Display Systems > Monitors/TV Sets
												
													Display Systems > Video Display
												
													Distribution & Delivery > Streaming/Webcasting
												
													Management & Systems > Digital Asset Management and Storage
												
													Management & Systems > Workflow Software and Solutions/Systems Integration
												
													Post-Production > Editing
												
													Post-Production > Workflow Solutions"
SnapStream,http://www.snapstream.com,"601 Sawyer St. Suite 700
 Houston, TX 77007
 United States
 P: (877) 762-7787
 F: (713) 644-3215
 
								http://www.snapstream.com","Exhibitor Categories (15)
									
										
											
												
													Acquisition & Production > Digital News Solutions
												
													Acquisition & Production > Workflow Software and Solutions
												
													Connected Media > Content Discovery Solutions
												
													Connected Media > Second-screen Solutions
												
													Connected Media > Social TV Solutions
												
													Content Market > Television Programming
												
													Distribution & Delivery > Advertising/Analytics/Media Sales Solutions
												
													Distribution & Delivery > Mobile TV/Video Management Platforms/Applications
												
													Management & Systems > Digital Asset Management and Storage
												
													Management & Systems > Multicasting
												
													Management & Systems > Search/Metadata Software/Applications
												
													Management & Systems > Television/Newsroom Automation Systems/Master Control
												
													Management & Systems > Workflow Software and Solutions/Systems Integration
												
													Post-Production > Editing
												
													Post-Production > Workflow Solutions"
Skylark Technology Inc,http://skylark.tv/,"105 Harrison Garden Blvd. Suite 708
 Toronto, ON M2N 0C3
 Canada
 P: +1-888-666-0131
 F: +1-888-666-0232
 
								http://skylark.tv/","Exhibitor Categories (5)
									
										
											
												
													Management & Systems > Digital Asset Management and Storage
												
													Management & Systems > Signal Management and Processing
												
													Management & Systems > Television/Newsroom Automation Systems/Master Control
												
													Management & Systems > Video/Content Servers/Video Processing
												
													Management & Systems > Workflow Software and Solutions/Systems Integration"
Matrox Electronic Systems Ltd.,http://www.matrox.com/video/,"1055 St Regis Boulevard
 Dorval, QC H9P 2T4
 Canada
 P: 514-822-6006
 
								http://www.matrox.com/video/","Exhibitor Categories (5)
									
										
											
												
													Acquisition & Production > Capture Accessories, Devices and Software
												
													Distribution & Delivery > Encoding
												
													Distribution & Delivery > Streaming/Webcasting
												
													Management & Systems > Signal Management and Processing
												
													Post-Production > Format Conversion"
